transaction_id,customer_id,customer_name,customer_email,customer_tier,amount,currency,payment_status,failure_reason,payment_method,previous_success_count,previous_failure_count,checkout_status,subscription_status,days_overdue,retry_count,customer_value,transaction_timestamp,risk_score,recovery_probability,recovery_eligible,optimal_action,actual_recoverable
TX1013,CUST0314,Tanvi Verma,tanvi.verma42@example.com,VIP,4999.75,INR,FAILED,processor_error,UPI,29,0,COMPLETED,NONE,3,0,203469.91,2026-08-04 16:05:56,10,0.99,YES,RETRY_PAYMENT,1
TX1014,CUST0314,Tanvi Verma,tanvi.verma42@example.com,VIP,4999.25,INR,FAILED,card_expired,Credit Card,29,0,COMPLETED,NONE,1,2,203469.91,2026-07-30 16:43:33,75,0.01,NO,CREATE_ESCALATION,0
TX1015,CUST0127,Sneha Iyer,sneha.iyer79@example.com,Standard,3499.04,INR,FAILED,fraud_blocked,UPI,11,3,COMPLETED,NONE,3,0,43574.52,2026-08-15 21:13:22,56,0.0929,NO,STOP_RECOVERY,0
TX1016,CUST0209,Karan Patel,karan.patel40@example.com,Enterprise,2499.74,INR,FAILED,card_expired,Net Banking,41,3,COMPLETED,ACTIVE_RENEWAL_DUE,12,1,322070.48,2026-08-24 12:52:30,65,0.0248,NO,SEND_PAYMENT_REMINDER,0
TX1017,CUST0265,Karan Joshi,karan.joshi55@example.com,New,3499.64,INR,FAILED,network_timeout,Debit Card,0,0,COMPLETED,NONE,5,0,2216.14,2026-08-07 02:15:20,17,0.825,YES,RETRY_PAYMENT,1
TX1018,CUST0264,Varun Chopra,varun.chopra48@example.com,Standard,2499.05,INR,FAILED,processor_error,Net Banking,8,2,COMPLETED,CHURN_RISK,3,0,23273.43,2026-08-06 19:05:12,10,0.845,YES,RETRY_SUBSCRIPTION,1
TX1019,CUST0218,Rajesh Bansal,rajesh.bansal71@example.com,VIP,14999.55,INR,SUCCESS,none,UPI,10,2,COMPLETED,ACTIVE_RENEWAL_DUE,0,0,106867.87,2026-08-20 16:12:01,13,0.99,NO,NO_ACTION,0
TX1020,CUST0351,Suresh Bhatia,suresh.bhatia50@example.com,Enterprise,14999.46,INR,ABANDONED,checkout_dropoff,Wallet,20,2,PAYMENT_PAGE_DROPOFF,NONE,0,0,189815.5,2026-08-14 22:11:57,31,0.7214,YES,SEND_CHECKOUT_REMINDER,1
TX1021,CUST0351,Suresh Bhatia,suresh.bhatia50@example.com,Enterprise,39999.95,INR,FAILED,network_timeout,UPI,20,2,COMPLETED,NONE,1,2,189815.5,2026-08-22 08:31:18,55,0.7314,NO,CREATE_ESCALATION,0
TX1022,CUST0219,Amit Kapoor,amit.kapoor71@example.com,Enterprise,4999.5,INR,FAILED,authentication_failed,UPI,18,2,COMPLETED,NONE,7,1,476425.44,2026-07-31 04:55:14,29,0.7,YES,SEND_PAYMENT_REMINDER,1
TX1023,CUST0372,Amit Roy,amit.roy15@example.com,Standard,1499.02,INR,FAILED,card_expired,Debit Card,4,3,COMPLETED,CHURN_RISK,7,1,19061.88,2026-08-11 17:54:38,62,0.01,NO,SEND_PAYMENT_REMINDER,0
TX1024,CUST0177,Simran Patel,simran.patel99@example.com,Standard,1499.81,INR,FAILED,velocity_limit_exceeded,UPI,12,4,COMPLETED,NONE,6,0,12777.41,2026-08-14 06:25:17,46,0.2675,NO,STOP_RECOVERY,0
TX1025,CUST0216,Gaurav Reddy,gaurav.reddy78@example.com,Standard,499.65,INR,FAILED,processor_error,UPI,7,1,COMPLETED,ACTIVE_RENEWAL_DUE,2,0,17090.7,2026-08-20 12:23:02,10,0.9063,YES,RETRY_SUBSCRIPTION,1
TX1026,CUST0105,Alok Singh,alok.singh53@example.com,Standard,7999.43,INR,FAILED,insufficient_funds,Debit Card,7,2,COMPLETED,CHURN_RISK,14,2,11219.18,2026-07-29 03:42:47,76,0.01,NO,CREATE_ESCALATION,0
TX1027,CUST0391,Neha Choudhury,neha.choudhury80@example.com,New,499.68,INR,FAILED,card_expired,Credit Card,0,1,COMPLETED,NONE,0,0,1383.36,2026-07-28 01:42:13,62,0.045,NO,SEND_PAYMENT_REMINDER,0
TX1028,CUST0304,Shweta Bansal,shweta.bansal57@example.com,Enterprise,24999.24,INR,FAILED,issuer_down,Net Banking,21,2,COMPLETED,PAST_DUE,11,1,438149.37,2026-08-04 15:39:30,47,0.772,YES,RETRY_SUBSCRIPTION,1
TX1029,CUST0141,Aditi Saxena,aditi.saxena84@example.com,Standard,499.1,INR,FAILED,velocity_limit_exceeded,Credit Card,2,2,COMPLETED,NONE,1,0,7286.61,2026-08-24 21:41:31,47,0.3,NO,STOP_RECOVERY,0
TX1030,CUST0425,Ananya Chopra,ananya.chopra72@example.com,New,2499.23,INR,FAILED,insufficient_funds,UPI,2,0,COMPLETED,NONE,6,0,3606.08,2026-08-25 10:50:27,34,0.455,YES,SEND_PAYMENT_REMINDER,0
TX1031,CUST0252,Vikram Choudhury,vikram.choudhury66@example.com,New,499.27,INR,FAILED,network_timeout,Debit Card,1,0,COMPLETED,NONE,2,1,4433.86,2026-08-17 01:37:02,10,0.975,YES,RETRY_PAYMENT,1
TX1032,CUST0328,Aditi Bhatia,aditi.bhatia21@example.com,New,999.09,INR,FAILED,authentication_failed,UPI,0,2,COMPLETED,NONE,6,0,4389.13,2026-08-03 18:24:39,26,0.505,YES,SEND_PAYMENT_REMINDER,0
TX1033,CUST0267,Arjun Iyer,arjun.iyer46@example.com,VIP,14999.38,INR,FAILED,processor_error,Net Banking,13,2,COMPLETED,NONE,3,1,199034.43,2026-07-27 01:03:52,23,0.935,YES,RETRY_PAYMENT,1
TX1034,CUST0238,Rahul Kapoor,rahul.kapoor10@example.com,VIP,14999.27,INR,FAILED,velocity_limit_exceeded,Credit Card,35,2,COMPLETED,NONE,1,0,214985.44,2026-07-28 13:43:53,52,0.4469,YES,STOP_RECOVERY,1
TX1035,CUST0155,Deepak Deshmukh,deepak.deshmukh98@example.com,Standard,2499.33,INR,ABANDONED,checkout_dropoff,UPI,3,0,PAYMENT_PAGE_DROPOFF,NONE,0,0,42802.04,2026-07-26 21:03:06,20,0.705,YES,SEND_CHECKOUT_REMINDER,1
TX1036,CUST0434,Kavita Reddy,kavita.reddy17@example.com,New,1499.6,INR,ABANDONED,checkout_dropoff,Wallet,1,1,PAYMENT_PAGE_DROPOFF,NONE,0,0,1784.37,2026-07-30 18:11:19,25,0.58,YES,SEND_CHECKOUT_REMINDER,0
TX1037,CUST0264,Varun Chopra,varun.chopra48@example.com,Standard,2499.96,INR,FAILED,processor_error,UPI,8,2,COMPLETED,PAST_DUE,7,0,23273.43,2026-08-16 12:32:55,16,0.755,YES,RETRY_SUBSCRIPTION,0
TX1038,CUST0203,Pooja Deshmukh,pooja.deshmukh65@example.com,New,4999.76,INR,FAILED,webhook_drop,Credit Card,2,1,COMPLETED,NONE,7,2,3682.89,2026-08-12 01:01:55,52,0.445,NO,CREATE_ESCALATION,0
TX1039,CUST0310,Alok Saxena,alok.saxena89@example.com,Standard,1499.24,INR,ABANDONED,checkout_dropoff,Credit Card,2,1,OTP_DROPOFF,NONE,0,0,11296.4,2026-07-30 20:23:17,24,0.605,YES,SEND_CHECKOUT_REMINDER,1
TX1040,CUST0330,Amit Saxena,amit.saxena29@example.com,Standard,2499.53,INR,SUCCESS,none,Wallet,7,4,COMPLETED,ACTIVE_RENEWAL_DUE,0,0,24025.16,2026-08-10 01:13:41,6,0.99,NO,NO_ACTION,0
TX1041,CUST0285,Rohan Reddy,rohan.reddy52@example.com,Standard,3499.63,INR,FAILED,insufficient_funds,Debit Card,11,0,COMPLETED,NONE,3,1,7023.14,2026-08-20 01:01:58,38,0.525,YES,SEND_PAYMENT_REMINDER,0
TX1042,CUST0431,Ananya Nair,ananya.nair16@example.com,VIP,49999.33,INR,FAILED,card_expired,Credit Card,43,0,COMPLETED,ACTIVE_RENEWAL_DUE,1,0,177588.91,2026-08-07 15:54:14,73,0.275,NO,SEND_PAYMENT_REMINDER,0
TX1043,CUST0398,Deepak Verma,deepak.verma53@example.com,Enterprise,8999.39,INR,FAILED,issuer_down,Credit Card,41,3,COMPLETED,CHURN_RISK,12,0,285776.86,2026-08-02 07:19:19,30,0.7548,YES,RETRY_SUBSCRIPTION,1
TX1044,CUST0252,Vikram Choudhury,vikram.choudhury66@example.com,New,499.82,INR,ABANDONED,checkout_dropoff,UPI,1,0,PAYMENT_PAGE_DROPOFF,NONE,0,0,4433.86,2026-08-24 12:37:23,16,0.705,YES,SEND_CHECKOUT_REMINDER,1
TX1045,CUST0206,Gaurav Patel,gaurav.patel82@example.com,Standard,499.43,INR,ABANDONED,checkout_dropoff,Credit Card,9,1,PAYMENT_PAGE_DROPOFF,NONE,0,0,35019.05,2026-08-06 02:57:19,17,0.64,YES,SEND_CHECKOUT_REMINDER,1
TX1046,CUST0159,Tanvi Mehta,tanvi.mehta32@example.com,New,499.67,INR,FAILED,webhook_drop,UPI,0,0,COMPLETED,NONE,3,0,4892.93,2026-08-05 23:11:43,10,0.895,YES,RETRY_PAYMENT,0
TX1047,CUST0219,Amit Kapoor,amit.kapoor71@example.com,Enterprise,4999.63,INR,FAILED,velocity_limit_exceeded,Debit Card,18,2,COMPLETED,NONE,0,1,476425.44,2026-08-14 13:36:23,45,0.44,YES,STOP_RECOVERY,1
TX1048,CUST0210,Deepak Bansal,deepak.bansal21@example.com,Standard,7999.79,INR,FAILED,network_timeout,UPI,9,3,COMPLETED,NONE,2,0,36717.31,2026-08-18 05:51:12,10,0.9875,YES,RETRY_PAYMENT,1
TX1049,CUST0371,Meera Chopra,meera.chopra49@example.com,Standard,2499.61,INR,FAILED,issuer_down,Wallet,3,2,COMPLETED,NONE,5,0,31436.77,2026-08-05 01:49:48,14,0.865,YES,RETRY_PAYMENT,1
TX1050,CUST0253,Pooja Choudhury,pooja.choudhury93@example.com,New,4999.13,INR,FAILED,issuer_down,Net Banking,0,2,COMPLETED,NONE,4,0,1148.7,2026-08-13 09:06:01,19,0.775,YES,RETRY_PAYMENT,1
TX1051,CUST0171,Siddharth Joshi,siddharth.joshi95@example.com,Standard,2499.63,INR,ABANDONED,checkout_dropoff,Credit Card,10,1,OTP_DROPOFF,NONE,0,0,12673.6,2026-08-08 08:46:01,28,0.6414,YES,SEND_CHECKOUT_REMINDER,1
TX1052,CUST0186,Divya Deshmukh,divya.deshmukh63@example.com,Standard,1499.83,INR,ABANDONED,checkout_dropoff,Credit Card,9,3,PAYMENT_PAGE_DROPOFF,NONE,0,0,7490.63,2026-07-30 21:11:33,29,0.6175,YES,SEND_CHECKOUT_REMINDER,1
TX1053,CUST0200,Rohan Saxena,rohan.saxena48@example.com,Standard,3499.65,INR,FAILED,velocity_limit_exceeded,Debit Card,12,1,COMPLETED,NONE,7,0,9076.05,2026-08-24 14:08:10,47,0.2235,NO,STOP_RECOVERY,0
TX1054,CUST0213,Amit Iyer,amit.iyer50@example.com,Standard,3499.29,INR,FAILED,processor_error,UPI,5,0,COMPLETED,CHURN_RISK,12,1,33851.37,2026-08-03 22:04:23,28,0.685,YES,RETRY_SUBSCRIPTION,1
TX1055,CUST0159,Tanvi Mehta,tanvi.mehta32@example.com,New,1499.54,INR,FAILED,processor_error,UPI,0,0,COMPLETED,CHURN_RISK,8,0,4892.93,2026-08-11 23:12:56,20,0.615,YES,RETRY_SUBSCRIPTION,0
TX1056,CUST0227,Deepak Agarwal,deepak.agarwal90@example.com,VIP,14999.26,INR,FAILED,insufficient_funds,UPI,24,1,COMPLETED,ACTIVE_RENEWAL_DUE,8,1,207565.61,2026-08-25 15:41:03,56,0.489,YES,RETRY_SUBSCRIPTION,1
TX1057,CUST0402,Arjun Roy,arjun.roy83@example.com,Standard,3499.63,INR,FAILED,card_expired,Credit Card,15,1,COMPLETED,NONE,2,1,37539.11,2026-08-21 12:08:03,58,0.1856,NO,SEND_PAYMENT_REMINDER,0
TX1058,CUST0406,Shweta Bansal,shweta.bansal43@example.com,Standard,4999.29,INR,FAILED,velocity_limit_exceeded,Credit Card,2,0,COMPLETED,NONE,1,0,22237.11,2026-08-05 09:12:35,47,0.375,YES,STOP_RECOVERY,0
TX1059,CUST0436,Preeti Singh,preeti.singh14@example.com,Standard,999.14,INR,FAILED,processor_error,UPI,15,1,COMPLETED,NONE,3,1,42356.9,2026-08-21 15:45:21,10,0.9156,YES,RETRY_PAYMENT,1
TX1060,CUST0422,Suresh Reddy,suresh.reddy50@example.com,Standard,4999.79,INR,FAILED,issuer_down,UPI,12,3,COMPLETED,PAST_DUE,9,1,26019.09,2026-08-09 05:36:47,24,0.765,YES,RETRY_SUBSCRIPTION,1
TX1061,CUST0398,Deepak Verma,deepak.verma53@example.com,Enterprise,39999.09,INR,SUCCESS,none,UPI,41,3,COMPLETED,ACTIVE_RENEWAL_DUE,0,0,285776.86,2026-08-18 21:33:23,7,0.99,NO,NO_ACTION,0
TX1062,CUST0374,Rohan Joshi,rohan.joshi28@example.com,Standard,7999.21,INR,FAILED,authentication_failed,UPI,14,1,COMPLETED,NONE,4,0,43111.58,2026-08-24 17:13:54,27,0.765,YES,SEND_PAYMENT_REMINDER,0
TX1063,CUST0125,Manish Saxena,manish.saxena18@example.com,New,7999.45,INR,FAILED,processor_error,UPI,0,2,COMPLETED,NONE,2,0,2686.96,2026-08-14 11:01:42,20,0.775,YES,RETRY_PAYMENT,1
TX1064,CUST0168,Aarav Choudhury,aarav.choudhury95@example.com,New,7999.92,INR,FAILED,insufficient_funds,Net Banking,2,2,COMPLETED,NONE,5,0,3737.43,2026-08-04 17:31:20,39,0.45,YES,SEND_PAYMENT_REMINDER,1
TX1065,CUST0257,Shweta Chopra,shweta.chopra22@example.com,New,2499.65,INR,ABANDONED,checkout_dropoff,Debit Card,2,0,ABANDONED_CART,NONE,0,0,2452.87,2026-08-18 07:56:46,20,0.655,YES,SEND_CHECKOUT_REMINDER,1
TX1066,CUST0404,Kavita Chopra,kavita.chopra40@example.com,Standard,499.01,INR,FAILED,issuer_down,UPI,3,3,COMPLETED,NONE,1,3,25217.78,2026-08-16 01:46:00,53,0.36,NO,CREATE_ESCALATION,0
TX1067,CUST0146,Ananya Iyer,ananya.iyer19@example.com,Standard,1499.36,INR,FAILED,account_closed,Debit Card,12,2,COMPLETED,NONE,6,1,23288.98,2026-07-29 17:55:36,67,0.01,NO,STOP_RECOVERY,0
TX1068,CUST0136,Rahul Agarwal,rahul.agarwal80@example.com,Enterprise,39999.16,INR,FAILED,processor_error,Credit Card,19,3,COMPLETED,NONE,3,1,423208.9,2026-07-26 22:16:51,40,0.9345,YES,RETRY_PAYMENT,1
TX1069,CUST0212,Kavita Malhotra,kavita.malhotra99@example.com,Standard,7999.12,INR,ABANDONED,checkout_dropoff,UPI,8,4,PAYMENT_PAGE_DROPOFF,NONE,0,0,18231.65,2026-07-29 16:30:50,34,0.655,YES,SEND_CHECKOUT_REMINDER,1
TX1070,CUST0172,Arjun Singh,arjun.singh10@example.com,Standard,999.55,INR,ABANDONED,checkout_dropoff,UPI,6,3,OTP_DROPOFF,NONE,0,0,26917.49,2026-08-15 00:18:21,19,0.655,YES,SEND_CHECKOUT_REMINDER,0
TX1071,CUST0114,Karan Saxena,karan.saxena60@example.com,New,1499.2,INR,ABANDONED,checkout_dropoff,Debit Card,1,0,ABANDONED_CART,NONE,0,0,3449.47,2026-08-15 10:13:51,24,0.655,YES,SEND_CHECKOUT_REMINDER,1
TX1072,CUST0128,Alok Reddy,alok.reddy76@example.com,Standard,999.49,INR,FAILED,network_timeout,Debit Card,8,2,COMPLETED,NONE,7,1,22524.0,2026-08-19 11:41:57,22,0.805,YES,RETRY_PAYMENT,0
TX1073,CUST0168,Aarav Choudhury,aarav.choudhury95@example.com,New,2499.36,INR,ABANDONED,checkout_dropoff,UPI,2,2,PAYMENT_PAGE_DROPOFF,NONE,0,0,3737.43,2026-08-20 20:14:23,29,0.63,YES,SEND_CHECKOUT_REMINDER,0
TX1074,CUST0109,Alok Chopra,alok.chopra68@example.com,New,999.04,INR,FAILED,authentication_failed,Credit Card,0,0,COMPLETED,NONE,6,0,2210.57,2026-07-27 02:06:37,36,0.455,YES,SEND_PAYMENT_REMINDER,1
TX1075,CUST0306,Tanvi Malhotra,tanvi.malhotra99@example.com,VIP,24999.15,INR,FAILED,issuer_down,UPI,27,0,COMPLETED,NONE,1,0,86083.21,2026-08-11 18:30:21,30,0.99,YES,RETRY_PAYMENT,1
TX1076,CUST0425,Ananya Chopra,ananya.chopra72@example.com,New,4999.07,INR,ABANDONED,checkout_dropoff,Debit Card,2,0,OTP_DROPOFF,NONE,0,0,3606.08,2026-08-15 04:03:49,31,0.655,YES,SEND_CHECKOUT_REMINDER,1
TX1077,CUST0226,Amit Roy,amit.roy46@example.com,Standard,2499.61,INR,FAILED,insufficient_funds,UPI,2,1,COMPLETED,NONE,2,0,16524.2,2026-08-08 17:00:26,26,0.525,YES,SEND_PAYMENT_REMINDER,1
TX1078,CUST0278,Rajesh Patel,rajesh.patel24@example.com,Standard,4999.26,INR,FAILED,network_timeout,Credit Card,9,2,COMPLETED,NONE,4,1,30969.58,2026-08-19 03:55:47,12,0.9477,YES,RETRY_PAYMENT,1
TX1079,CUST0369,Siddharth Singh,siddharth.singh76@example.com,Standard,3499.62,INR,FAILED,account_closed,UPI,9,2,COMPLETED,NONE,5,0,41972.42,2026-08-17 01:03:07,55,0.1177,NO,STOP_RECOVERY,0
TX1080,CUST0153,Manish Verma,manish.verma52@example.com,VIP,2499.23,INR,FAILED,network_timeout,Net Banking,37,1,COMPLETED,NONE,0,2,58817.35,2026-08-15 21:32:45,31,0.6911,NO,CREATE_ESCALATION,0
TX1081,CUST0177,Simran Patel,simran.patel99@example.com,Standard,499.55,INR,SUCCESS,none,UPI,12,4,COMPLETED,ACTIVE_RENEWAL_DUE,0,0,12777.41,2026-08-24 11:37:32,12,0.99,NO,NO_ACTION,0
TX1082,CUST0265,Karan Joshi,karan.joshi55@example.com,New,1499.27,INR,FAILED,network_timeout,UPI,0,0,COMPLETED,NONE,5,0,2216.14,2026-08-23 03:35:40,10,0.875,YES,RETRY_PAYMENT,1
TX1083,CUST0124,Siddharth Bansal,siddharth.bansal40@example.com,VIP,14999.86,INR,FAILED,processor_error,Wallet,33,1,COMPLETED,PAST_DUE,6,0,97890.46,2026-07-28 17:48:22,23,0.8306,YES,RETRY_SUBSCRIPTION,1
TX1084,CUST0389,Rajesh Saxena,rajesh.saxena17@example.com,Enterprise,4999.46,INR,FAILED,account_closed,Debit Card,23,3,COMPLETED,NONE,7,3,301145.51,2026-08-17 20:40:26,76,0.01,NO,CREATE_ESCALATION,0
TX1085,CUST0113,Gaurav Verma,gaurav.verma18@example.com,Enterprise,49999.69,INR,FAILED,insufficient_funds,UPI,17,2,COMPLETED,NONE,5,0,260465.91,2026-08-06 01:36:15,53,0.6392,YES,SEND_PAYMENT_REMINDER,1
TX1086,CUST0372,Amit Roy,amit.roy15@example.com,Standard,499.96,INR,FAILED,velocity_limit_exceeded,Wallet,4,3,COMPLETED,NONE,4,0,19061.88,2026-08-08 06:26:47,43,0.3107,NO,STOP_RECOVERY,0
TX1087,CUST0144,Pooja Saxena,pooja.saxena63@example.com,Enterprise,39999.81,INR,FAILED,account_closed,Credit Card,53,0,COMPLETED,NONE,0,0,347752.6,2026-08-10 20:05:13,77,0.175,NO,STOP_RECOVERY,0
TX1088,CUST0302,Pooja Deshmukh,pooja.deshmukh16@example.com,Standard,1499.45,INR,FAILED,card_expired,Debit Card,12,3,COMPLETED,NONE,3,0,39723.69,2026-08-17 17:37:59,48,0.165,NO,SEND_PAYMENT_REMINDER,0
TX1089,CUST0339,Preeti Choudhury,preeti.choudhury56@example.com,VIP,8999.95,INR,FAILED,card_expired,UPI,37,2,COMPLETED,NONE,4,0,122365.62,2026-07-30 07:06:34,48,0.3173,NO,SEND_PAYMENT_REMINDER,0
TX1090,CUST0409,Alok Malhotra,alok.malhotra22@example.com,Standard,1499.15,INR,ABANDONED,checkout_dropoff,UPI,11,4,PAYMENT_PAGE_DROPOFF,NONE,0,0,9752.44,2026-08-20 18:02:42,20,0.665,YES,SEND_CHECKOUT_REMINDER,1
TX1091,CUST0254,Vikram Patel,vikram.patel60@example.com,Standard,499.94,INR,FAILED,insufficient_funds,UPI,6,2,COMPLETED,CHURN_RISK,12,0,29930.38,2026-08-25 09:27:58,42,0.2975,NO,RETRY_SUBSCRIPTION,0
TX1092,CUST0172,Arjun Singh,arjun.singh10@example.com,Standard,7999.97,INR,FAILED,insufficient_funds,UPI,6,3,COMPLETED,NONE,6,0,26917.49,2026-07-28 12:34:51,41,0.405,YES,SEND_PAYMENT_REMINDER,0
TX1093,CUST0139,Arjun Sharma,arjun.sharma99@example.com,New,4999.44,INR,FAILED,card_expired,UPI,1,1,COMPLETED,NONE,5,0,1783.62,2026-07-28 14:35:56,52,0.17,NO,SEND_PAYMENT_REMINDER,0
TX1094,CUST0303,Priya Roy,priya.roy29@example.com,Standard,2499.17,INR,FAILED,issuer_down,Credit Card,3,4,COMPLETED,NONE,2,0,25296.5,2026-08-07 03:44:39,10,0.8393,YES,RETRY_PAYMENT,1
TX1095,CUST0226,Amit Roy,amit.roy46@example.com,Standard,3499.47,INR,FAILED,authentication_failed,Credit Card,2,1,COMPLETED,NONE,6,0,16524.2,2026-08-10 15:22:52,28,0.555,YES,SEND_PAYMENT_REMINDER,0
TX1096,CUST0379,Ritu Singh,ritu.singh43@example.com,Standard,7999.71,INR,FAILED,webhook_drop,Debit Card,8,4,COMPLETED,NONE,7,0,9710.44,2026-08-25 08:32:59,20,0.805,YES,RETRY_PAYMENT,1
TX1097,CUST0264,Varun Chopra,varun.chopra48@example.com,Standard,7999.77,INR,FAILED,account_closed,Credit Card,8,2,COMPLETED,NONE,7,0,23273.43,2026-07-27 13:16:39,73,0.01,NO,STOP_RECOVERY,0
TX1098,CUST0437,Gaurav Joshi,gaurav.joshi47@example.com,New,7999.91,INR,FAILED,velocity_limit_exceeded,UPI,0,2,COMPLETED,NONE,3,1,4829.59,2026-08-11 16:26:08,56,0.275,NO,STOP_RECOVERY,0
TX1099,CUST0189,Nisha Roy,nisha.roy72@example.com,New,7999.73,INR,FAILED,authentication_failed,UPI,1,0,COMPLETED,NONE,0,1,1728.21,2026-08-13 10:47:35,28,0.775,YES,SEND_PAYMENT_REMINDER,1
TX1100,CUST0197,Varun Reddy,varun.reddy87@example.com,Standard,2499.54,INR,FAILED,issuer_down,Debit Card,6,2,COMPLETED,NONE,0,0,11711.57,2026-08-19 23:40:04,10,0.8875,YES,RETRY_PAYMENT,1
TX1101,CUST0270,Aditi Saxena,aditi.saxena51@example.com,Standard,999.34,INR,FAILED,insufficient_funds,Net Banking,4,0,COMPLETED,NONE,5,0,41385.11,2026-08-01 17:14:00,33,0.525,YES,SEND_PAYMENT_REMINDER,0
TX1102,CUST0370,Rahul Patel,rahul.patel33@example.com,Standard,1499.7,INR,ABANDONED,checkout_dropoff,Net Banking,3,3,OTP_DROPOFF,NONE,0,0,29098.13,2026-08-24 11:46:53,23,0.58,YES,SEND_CHECKOUT_REMINDER,1
TX1103,CUST0170,Simran Gupta,simran.gupta62@example.com,Standard,2499.78,INR,SUCCESS,none,Wallet,6,4,COMPLETED,ACTIVE_RENEWAL_DUE,0,0,17371.39,2026-08-17 15:28:21,10,0.99,NO,NO_ACTION,0
TX1104,CUST0388,Rajesh Patel,rajesh.patel80@example.com,Standard,7999.35,INR,ABANDONED,checkout_dropoff,Credit Card,12,4,ABANDONED_CART,NONE,0,0,18780.59,2026-08-23 12:56:51,31,0.6175,YES,SEND_CHECKOUT_REMINDER,0
TX1105,CUST0251,Deepak Joshi,deepak.joshi14@example.com,Standard,4999.94,INR,FAILED,authentication_failed,UPI,12,1,COMPLETED,NONE,0,0,24813.15,2026-08-17 12:56:14,17,0.7635,YES,SEND_PAYMENT_REMINDER,1
TX1106,CUST0355,Meera Roy,meera.roy25@example.com,Standard,999.34,INR,FAILED,insufficient_funds,UPI,3,2,COMPLETED,NONE,1,2,14505.61,2026-08-18 00:49:35,65,0.155,NO,CREATE_ESCALATION,0
TX1107,CUST0236,Shweta Gupta,shweta.gupta46@example.com,New,1499.25,INR,FAILED,processor_error,UPI,1,1,COMPLETED,NONE,0,0,3621.53,2026-08-16 11:15:57,15,0.85,YES,RETRY_PAYMENT,0
